Passo,ValorCentral,Tempo_false_32,Tempo_false_64,Tempo_false_128,Tempo_true_32,Tempo_true_64,Tempo_true_128,Tempo_close_32,Tempo_close_64,Tempo_close_128,Tempo_spread_32,Tempo_spread_64,Tempo_spread_128,Tempo_master_32,Tempo_master_64,Tempo_master_128
839,0.47486,0.000191,0.000287,0.000803,0.000504,0.000259,0.001821,0.000123,0.000342,0.001021,0.000485,0.000255,0.000456,0.000170,0.000355,0.000460
840,0.47436,0.000186,0.000345,0.000775,0.002753,0.000258,0.000805,0.000113,0.000457,0.000943,0.000912,0.000316,0.000474,0.000128,0.001649,0.000612
841,0.47386,0.000176,0.000364,0.000715,0.000177,0.000264,0.002499,0.000120,0.000237,0.000914,0.000130,0.000222,0.000478,0.000113,0.000415,0.000409
842,0.47337,0.000590,0.000368,0.000745,0.000205,0.000258,0.001382,0.000114,0.000249,0.001485,0.000167,0.000238,0.000447,0.000160,0.000297,0.000420
843,0.47287,0.000178,0.000367,0.000774,0.000155,0.000397,0.001061,0.000116,0.000242,0.000767,0.000150,0.000316,0.000455,0.000135,0.000406,0.000526
844,0.47238,0.000167,0.000573,0.000713,0.000170,0.000590,0.001060,0.000117,0.000297,0.000736,0.000168,0.000268,0.000639,0.000157,0.000470,0.003000
845,0.47189,0.000185,0.000320,0.000944,0.000163,0.000310,0.001312,0.000116,0.000210,0.000472,0.000135,0.000225,0.000535,0.000198,0.000379,0.002255
846,0.47139,0.000186,0.000414,0.000770,0.000168,0.000258,0.001524,0.000469,0.000262,0.000551,0.000134,0.000245,0.000566,0.000128,0.000345,0.000535
847,0.47090,0.000223,0.000541,0.000865,0.000166,0.000218,0.001258,0.000134,0.000250,0.000748,0.000106,0.000238,0.000508,0.000129,0.000362,0.000588
848,0.47041,0.000178,0.000477,0.000890,0.000150,0.000237,0.001946,0.000140,0.000219,0.000534,0.000133,0.000248,0.000695,0.000144,0.000331,0.000521
849,0.46992,0.000475,0.000571,0.000884,0.000296,0.000235,0.001367,0.000129,0.000234,0.000535,0.000125,0.000335,0.000457,0.000134,0.000736,0.000684
850,0.46943,0.000199,0.000615,0.000900,0.000143,0.000227,0.002352,0.000134,0.000232,0.000506,0.000112,0.000223,0.000468,0.000133,0.001388,0.000450
851,0.46894,0.000138,0.000528,0.000900,0.000124,0.000270,0.001491,0.000133,0.000226,0.000476,0.000119,0.000222,0.000463,0.000186,0.000302,0.000601
852,0.46845,0.000142,0.000474,0.000881,0.000136,0.000249,0.003008,0.000136,0.000217,0.000806,0.000117,0.000247,0.000456,0.000189,0.000343,0.000462
853,0.46796,0.000161,0.000318,0.000687,0.000133,0.000226,0.001587,0.000229,0.000219,0.000549,0.000119,0.000240,0.000847,0.000588,0.000246,0.000456
854,0.46747,0.000164,0.000476,0.000958,0.000131,0.000231,0.003063,0.000219,0.000311,0.000711,0.000118,0.000313,0.001353,0.000196,0.000261,0.000522
855,0.46699,0.000152,0.000403,0.000753,0.000156,0.000218,0.001042,0.000154,0.000220,0.000660,0.000112,0.000278,0.000551,0.000141,0.000252,0.000579
856,0.46650,0.000193,0.000350,0.001042,0.000125,0.000228,0.000847,0.000150,0.000220,0.000649,0.000351,0.000229,0.000651,0.000134,0.000265,0.000542
857,0.46601,0.000170,0.000560,0.000805,0.000122,0.000535,0.000735,0.000155,0.000231,0.000585,0.000200,0.000225,0.000642,0.000141,0.000308,0.000426
858,0.46553,0.000175,0.000777,0.001308,0.000110,0.000254,0.000765,0.000163,0.000223,0.000496,0.000141,0.000249,0.000709,0.000142,0.000226,0.000467
859,0.46505,0.000112,0.000231,0.000974,0.000109,0.000250,0.000801,0.000193,0.000225,0.000460,0.000135,0.000249,0.000635,0.000128,0.000247,0.000475
860,0.46456,0.000227,0.000365,0.000902,0.000121,0.000242,0.000876,0.000451,0.000227,0.000677,0.000138,0.000253,0.000533,0.000131,0.000256,0.000463
861,0.46408,0.000590,0.000528,0.000678,0.000108,0.000353,0.001098,0.000129,0.000252,0.000952,0.000178,0.000256,0.000540,0.000166,0.000330,0.000453
862,0.46360,0.000119,0.000308,0.001082,0.000108,0.002841,0.000894,0.000212,0.000234,0.000742,0.001061,0.000246,0.000534,0.000160,0.000247,0.000502
863,0.46311,0.000110,0.001822,0.000886,0.000112,0.000327,0.000469,0.001568,0.000238,0.000809,0.002058,0.000257,0.000547,0.000132,0.000236,0.000475
864,0.46263,0.000112,0.000826,0.000856,0.000110,0.000450,0.000547,0.000290,0.000243,0.000798,0.000241,0.000271,0.000528,0.000120,0.000298,0.000500
865,0.46215,0.000059,0.000394,0.000878,0.000105,0.000449,0.000654,0.000253,0.000244,0.001539,0.000205,0.000570,0.000730,0.000135,0.000233,0.000443
866,0.46167,0.000181,0.000438,0.000864,0.000078,0.000966,0.000977,0.000248,0.000229,0.000857,0.000148,0.000257,0.000848,0.000126,0.000320,0.000516
867,0.46119,0.000155,0.000229,0.000836,0.000142,0.000314,0.001109,0.000802,0.000286,0.000734,0.000147,0.000251,0.000660,0.000129,0.000223,0.000447
868,0.46072,0.000175,0.000273,0.000753,0.000123,0.000234,0.003295,0.001249,0.000218,0.000587,0.000147,0.000299,0.000547,0.000140,0.000235,0.000721
869,0.46024,0.000159,0.000383,0.000836,0.000117,0.000470,0.000889,0.000256,0.000223,0.000505,0.000128,0.000427,0.000533,0.000118,0.000252,0.000596
870,0.45976,0.000157,0.000312,0.000651,0.000113,0.000275,0.000734,0.000151,0.000220,0.000628,0.000152,0.000359,0.000533,0.000136,0.000252,0.000577
871,0.45928,0.000156,0.000217,0.000696,0.000113,0.000228,0.001221,0.000202,0.000236,0.000600,0.000141,0.001137,0.000539,0.000133,0.000283,0.000486
872,0.45881,0.000148,0.000297,0.000992,0.000122,0.000244,0.000719,0.000425,0.000271,0.006159,0.000133,0.001953,0.000532,0.000128,0.000266,0.000434
873,0.45833,0.000164,0.000285,0.000861,0.000111,0.000246,0.000773,0.000132,0.000219,0.000791,0.000152,0.000431,0.000684,0.000128,0.000288,0.000446
874,0.45786,0.000154,0.000658,0.000745,0.000317,0.000287,0.000672,0.000123,0.000231,0.001002,0.000153,0.000905,0.000534,0.000133,0.000258,0.000497
875,0.45738,0.000153,0.000338,0.000747,0.000148,0.000281,0.000796,0.000112,0.000225,0.001297,0.000181,0.000576,0.000451,0.000132,0.000260,0.000478
876,0.45691,0.000154,0.000508,0.000731,0.000183,0.000240,0.000859,0.000108,0.000234,0.000786,0.000214,0.000387,0.000480,0.000129,0.000321,0.000478
877,0.45644,0.000153,0.000502,0.000744,0.000534,0.000250,0.001082,0.000109,0.000302,0.000770,0.000158,0.000372,0.000683,0.000127,0.000595,0.000415
878,0.45597,0.000153,0.000496,0.000766,0.000171,0.000239,0.002141,0.000117,0.000221,0.002148,0.000314,0.000370,0.000479,0.000119,0.000257,0.000487
879,0.45549,0.000157,0.000427,0.000707,0.000142,0.000241,0.000724,0.000127,0.000223,0.000867,0.000135,0.000417,0.000863,0.000127,0.000334,0.000430
880,0.45502,0.000159,0.000317,0.000732,0.000136,0.000243,0.000628,0.000133,0.000228,0.000680,0.000132,0.000340,0.000571,0.000125,0.000359,0.000436
881,0.45455,0.000155,0.000391,0.000687,0.000114,0.000263,0.001258,0.000130,0.000225,0.001053,0.000140,0.000252,0.000625,0.000134,0.000357,0.000465
882,0.45408,0.000155,0.000453,0.000628,0.000113,0.000216,0.000877,0.000126,0.000526,0.000932,0.000147,0.000266,0.000641,0.000132,0.000339,0.000425
883,0.45361,0.000155,0.000557,0.000773,0.000112,0.000236,0.000837,0.000128,0.000270,0.000772,0.000145,0.000268,0.000473,0.000142,0.000369,0.000493
884,0.45315,0.000157,0.000561,0.000653,0.000107,0.000218,0.000851,0.000127,0.000211,0.000701,0.000224,0.000244,0.000591,0.000150,0.000558,0.000441
885,0.45268,0.000160,0.000395,0.000653,0.000070,0.000251,0.000823,0.000128,0.000373,0.000687,0.000345,0.000286,0.000472,0.000145,0.000436,0.000436
886,0.45221,0.000155,0.000397,0.000674,0.000136,0.000245,0.000971,0.000154,0.000373,0.000774,0.000124,0.000245,0.000746,0.000120,0.000386,0.000443
887,0.45175,0.000156,0.000502,0.000693,0.000124,0.000242,0.001044,0.000139,0.000297,0.000718,0.000691,0.000257,0.000454,0.000128,0.000394,0.000449
888,0.45128,0.000162,0.000489,0.000751,0.000127,0.000215,0.000959,0.000250,0.000417,0.000679,0.000129,0.000308,0.000498,0.000129,0.000375,0.000511
889,0.45081,0.000156,0.000437,0.001572,0.000122,0.000225,0.000716,0.000131,0.000345,0.000669,0.000163,0.000309,0.000483,0.000138,0.000794,0.000471
890,0.45035,0.001066,0.000284,0.001206,0.000121,0.000220,0.001248,0.000139,0.000350,0.000694,0.000132,0.000215,0.000693,0.000153,0.000415,0.000453
891,0.44989,0.000118,0.000389,0.000525,0.000131,0.000261,0.000928,0.000134,0.000422,0.000803,0.000276,0.000241,0.000421,0.000483,0.000371,0.000454
892,0.44942,0.000154,0.000328,0.000541,0.000139,0.000247,0.000918,0.000134,0.000399,0.000961,0.000125,0.000285,0.000484,0.000126,0.000397,0.000432
893,0.44896,0.000157,0.001378,0.000493,0.000128,0.000239,0.000942,0.000149,0.000435,0.000854,0.000112,0.000243,0.000597,0.000125,0.000424,0.000500
894,0.44850,0.000312,0.000626,0.000849,0.000122,0.000234,0.000929,0.000111,0.000547,0.000819,0.000125,0.000242,0.000615,0.000149,0.000305,0.000470
895,0.44804,0.000823,0.000278,0.000773,0.000123,0.000239,0.000993,0.000121,0.000587,0.000822,0.000127,0.000247,0.000431,0.000141,0.000301,0.000496
896,0.44758,0.000916,0.000230,0.001033,0.000129,0.000226,0.000863,0.000113,0.000910,0.001052,0.000122,0.000251,0.000487,0.000125,0.000322,0.000472
897,0.44712,0.000275,0.000238,0.001129,0.000125,0.000208,0.000758,0.000112,0.000323,0.000716,0.000119,0.000239,0.000451,0.000289,0.000212,0.000762
898,0.44666,0.000180,0.000236,0.000991,0.000137,0.000222,0.002195,0.000110,0.000320,0.000713,0.000108,0.000237,0.000549,0.001524,0.000218,0.000510
899,0.44620,0.000297,0.000243,0.002887,0.000127,0.000235,0.001743,0.000111,0.000301,0.000751,0.000148,0.000243,0.000508,0.000905,0.000235,0.000427
900,0.44574,0.000341,0.000236,0.000756,0.000124,0.000276,0.001238,0.000105,0.000288,0.000720,0.000120,0.000237,0.000476,0.000966,0.000424,0.000413
901,0.44528,0.000227,0.000512,0.000736,0.000290,0.000405,0.001319,0.000252,0.000407,0.000775,0.000273,0.000513,0.000479,0.000791,0.000410,0.000454
902,0.44483,0.000712,0.001313,0.000647,0.000122,0.000566,0.001472,0.000118,0.000263,0.000739,0.000132,0.000285,0.000705,0.000157,0.000239,0.000455
903,0.44437,0.000207,0.000368,0.000598,0.000137,0.000273,0.001965,0.000127,0.000261,0.000853,0.000139,0.000255,0.000408,0.000164,0.000247,0.000472
904,0.44391,0.000193,0.000367,0.000498,0.000197,0.000493,0.001851,0.000124,0.000244,0.000699,0.000139,0.000229,0.000502,0.000348,0.000240,0.000612
905,0.44346,0.000175,0.000406,0.000489,0.000133,0.000295,0.005655,0.000124,0.000240,0.000735,0.000134,0.000244,0.000511,0.000129,0.000283,0.000497
906,0.44300,0.000169,0.000268,0.000447,0.000132,0.000268,0.000822,0.000119,0.000230,0.000890,0.000126,0.000254,0.000595,0.000133,0.000253,0.000740
907,0.44255,0.000161,0.000236,0.000512,0.000128,0.000482,0.000613,0.000116,0.000270,0.001988,0.000122,0.000232,0.000475,0.000125,0.000238,0.000531
908,0.44210,0.000401,0.000228,0.000479,0.000160,0.000457,0.000508,0.000118,0.000249,0.001170,0.000123,0.000283,0.000657,0.000129,0.000244,0.000538
909,0.44164,0.000120,0.000373,0.000528,0.000107,0.000435,0.000540,0.000124,0.000237,0.000949,0.000120,0.000287,0.000426,0.000143,0.000259,0.000438
910,0.44119,0.000116,0.000236,0.000714,0.000124,0.000311,0.000760,0.000122,0.000244,0.000551,0.000164,0.000501,0.000615,0.000123,0.000276,0.000485
911,0.44074,0.000661,0.000213,0.000961,0.000108,0.000412,0.000870,0.000146,0.000243,0.000661,0.000127,0.000258,0.000696,0.000134,0.000260,0.000679
912,0.44029,0.000135,0.000216,0.000639,0.000114,0.000470,0.000873,0.000133,0.000282,0.000650,0.000122,0.001398,0.000741,0.000869,0.000327,0.000615
913,0.43984,0.000118,0.000316,0.000572,0.000110,0.000444,0.001138,0.000113,0.000232,0.000667,0.000128,0.000345,0.000958,0.000165,0.000262,0.000683
914,0.43939,0.000135,0.000251,0.000515,0.000104,0.000456,0.005749,0.000111,0.000216,0.000673,0.000119,0.000450,0.000571,0.000189,0.000229,0.000661
915,0.43894,0.000127,0.000607,0.000765,0.000120,0.000724,0.001065,0.000110,0.000234,0.000912,0.000145,0.000799,0.000966,0.000178,0.000226,0.000745
916,0.43849,0.000133,0.000848,0.001297,0.000107,0.000569,0.001104,0.000108,0.000241,0.000929,0.000116,0.001305,0.000718,0.000177,0.000279,0.000804
917,0.43804,0.000150,0.000964,0.001364,0.000112,0.000540,0.001472,0.000147,0.000283,0.000880,0.000121,0.000544,0.000771,0.000196,0.000282,0.000698
918,0.43760,0.000123,0.000432,0.001108,0.000125,0.000449,0.001414,0.000133,0.000236,0.001034,0.000115,0.000383,0.000802,0.000187,0.000252,0.000760
919,0.43715,0.000129,0.000586,0.001090,0.000160,0.000325,0.001051,0.000124,0.000228,0.001752,0.000124,0.000407,0.001157,0.000196,0.000260,0.002193
920,0.43670,0.000125,0.000468,0.001069,0.000127,0.000317,0.000970,0.000121,0.000244,0.000880,0.000134,0.000393,0.000840,0.000169,0.000255,0.000632
921,0.43626,0.000138,0.000432,0.000727,0.000118,0.000315,0.001225,0.000146,0.000224,0.001635,0.000144,0.000389,0.000688,0.000176,0.000656,0.000908
922,0.43581,0.000118,0.001806,0.000703,0.000114,0.000331,0.001026,0.000126,0.000588,0.000655,0.000108,0.000373,0.001211,0.000193,0.000306,0.000792
923,0.43537,0.000120,0.000342,0.000698,0.000108,0.000344,0.000988,0.000119,0.000454,0.000928,0.000117,0.000340,0.000796,0.000195,0.000480,0.000656
924,0.43493,0.000115,0.000374,0.000482,0.000120,0.000314,0.001022,0.000116,0.000299,0.001385,0.000144,0.000259,0.000646,0.000188,0.000323,0.000638
925,0.43448,0.000160,0.000385,0.000469,0.000114,0.000863,0.001005,0.000112,0.000231,0.002078,0.000129,0.000318,0.000492,0.000178,0.000254,0.002064
926,0.43404,0.000120,0.000373,0.000490,0.000112,0.001018,0.000995,0.000118,0.000255,0.000665,0.000121,0.000251,0.000489,0.000172,0.000242,0.000953
927,0.43360,0.000113,0.000792,0.000543,0.000108,0.000326,0.001037,0.000115,0.000324,0.000499,0.000119,0.000218,0.000470,0.000159,0.000527,0.003300
928,0.43316,0.000105,0.000289,0.000508,0.000102,0.000305,0.001005,0.000118,0.000240,0.000479,0.000132,0.000271,0.000402,0.000163,0.000255,0.000926
929,0.43272,0.000103,0.000643,0.000518,0.000133,0.000320,0.001025,0.000113,0.001095,0.000496,0.000111,0.000264,0.000438,0.000169,0.000253,0.000737
930,0.43228,0.000104,0.000259,0.003292,0.000117,0.000317,0.001005,0.000121,0.000778,0.000480,0.000136,0.000260,0.000461,0.000164,0.000455,0.000717
931,0.43184,0.000105,0.000256,0.001034,0.000122,0.000323,0.001015,0.000132,0.000292,0.000569,0.000114,0.000319,0.000462,0.000175,0.000622,0.000754
932,0.43140,0.000125,0.000259,0.000602,0.000108,0.000326,0.001699,0.000124,0.000321,0.001322,0.000133,0.000569,0.000437,0.000166,0.000439,0.000820
933,0.43096,0.000527,0.000252,0.000566,0.000455,0.000325,0.001167,0.000104,0.000253,0.000514,0.000119,0.000333,0.000445,0.000164,0.000437,0.000713
934,0.43052,0.000260,0.000262,0.001141,0.000115,0.000456,0.001872,0.000126,0.000599,0.000532,0.000114,0.000278,0.000443,0.000165,0.000311,0.000486
935,0.43009,0.000174,0.000269,0.001459,0.000119,0.000255,0.001285,0.000122,0.000551,0.000616,0.000162,0.000244,0.000847,0.000185,0.000434,0.000451
936,0.42965,0.000171,0.000256,0.001049,0.000170,0.000306,0.001279,0.000134,0.000697,0.001026,0.000122,0.000243,0.000472,0.000172,0.000713,0.000587
937,0.42922,0.000158,0.000270,0.002130,0.000129,0.000305,0.001167,0.000119,0.001201,0.002299,0.000129,0.000225,0.000711,0.000166,0.000528,0.000423
938,0.42878,0.000141,0.000386,0.001035,0.000166,0.000265,0.001198,0.000115,0.001964,0.000862,0.000117,0.000214,0.001199,0.000171,0.000512,0.000408
939,0.42835,0.000120,0.000229,0.000947,0.001221,0.000237,0.001156,0.000110,0.000395,0.000498,0.000124,0.000245,0.001429,0.000174,0.001095,0.000411
940,0.42791,0.000239,0.000235,0.000976,0.001326,0.000269,0.001171,0.000138,0.000365,0.000531,0.000121,0.000241,0.000925,0.000168,0.000323,0.000431
941,0.42748,0.000165,0.000332,0.000632,0.000239,0.000323,0.001115,0.000129,0.000342,0.000528,0.000141,0.000273,0.000730,0.001156,0.000461,0.000476
942,0.42705,0.000135,0.000287,0.000637,0.000258,0.000601,0.001112,0.000125,0.000246,0.000521,0.000537,0.000266,0.000774,0.000206,0.000436,0.000426
943,0.42661,0.000122,0.000331,0.000617,0.000248,0.000254,0.001060,0.000363,0.000356,0.000524,0.000626,0.000210,0.000477,0.000229,0.000831,0.000441
944,0.42618,0.000116,0.000545,0.000472,0.000256,0.000272,0.001100,0.000268,0.000244,0.000527,0.000139,0.000235,0.000478,0.000181,0.000311,0.000409
945,0.42575,0.000102,0.000257,0.000517,0.000228,0.000276,0.001094,0.000166,0.000248,0.000525,0.000119,0.000295,0.000497,0.000217,0.000336,0.000430
946,0.42532,0.000118,0.000269,0.000457,0.000149,0.000503,0.001161,0.000152,0.000357,0.000968,0.000195,0.000254,0.000442,0.000303,0.000452,0.000429
947,0.42489,0.000140,0.000255,0.000483,0.000336,0.000428,0.001125,0.000159,0.000253,0.000672,0.000117,0.000252,0.000465,0.000163,0.000327,0.000437
948,0.42446,0.000132,0.000297,0.000544,0.000177,0.000269,0.001217,0.000177,0.000276,0.000742,0.000128,0.000229,0.000484,0.000155,0.000227,0.000705
949,0.42403,0.000128,0.000261,0.000476,0.000531,0.000343,0.001227,0.000172,0.000284,0.000578,0.000199,0.000227,0.000448,0.000129,0.000360,0.000462
950,0.42360,0.000134,0.000266,0.000409,0.000168,0.000379,0.001384,0.000422,0.000349,0.000445,0.001418,0.000227,0.000485,0.000198,0.000224,0.000616
951,0.42318,0.000132,0.000251,0.000480,0.000181,0.000320,0.001322,0.000224,0.000299,0.000429,0.000298,0.000221,0.000486,0.000140,0.000329,0.000721
952,0.42275,0.000130,0.000279,0.000506,0.000158,0.000326,0.001374,0.000132,0.000296,0.000456,0.000941,0.000234,0.000522,0.000173,0.000267,0.002726
953,0.42232,0.000119,0.000293,0.000470,0.000157,0.000323,0.001062,0.000138,0.000263,0.000509,0.000350,0.000246,0.000497,0.000162,0.000289,0.000672
954,0.42190,0.000120,0.000279,0.000421,0.000161,0.000335,0.001241,0.001228,0.000338,0.000473,0.000169,0.000302,0.000531,0.000135,0.000212,0.000476
955,0.42147,0.000120,0.000293,0.000504,0.000158,0.000354,0.001145,0.000872,0.000214,0.000724,0.000186,0.000219,0.000718,0.000222,0.000240,0.000447
956,0.42105,0.000136,0.000332,0.000785,0.000111,0.000382,0.001259,0.000201,0.000509,0.000465,0.000196,0.000291,0.000565,0.000452,0.000297,0.000413
957,0.42062,0.000115,0.000644,0.000809,0.000118,0.000540,0.001140,0.000767,0.000409,0.000785,0.000186,0.000609,0.000523,0.000173,0.000256,0.000434
958,0.42020,0.000113,0.000451,0.000641,0.000131,0.000443,0.001107,0.000320,0.000236,0.000812,0.000222,0.000242,0.000441,0.000225,0.000250,0.000434
959,0.41978,0.000125,0.000474,0.000569,0.000124,0.000400,0.001213,0.000334,0.000241,0.000822,0.000278,0.000382,0.000504,0.000305,0.000266,0.000422
960,0.41936,0.000130,0.000452,0.000539,0.000153,0.000371,0.001113,0.000146,0.000340,0.000976,0.000691,0.000424,0.000477,0.001265,0.000243,0.000414
961,0.41893,0.000124,0.000417,0.000729,0.000117,0.000295,0.000810,0.000151,0.000281,0.001437,0.000169,0.000417,0.000463,0.000911,0.000249,0.000427
962,0.41851,0.000175,0.000527,0.000666,0.000122,0.000242,0.000720,0.000204,0.000226,0.000866,0.000182,0.000373,0.000462,0.000759,0.000239,0.000536
963,0.41809,0.000130,0.000487,0.000706,0.000151,0.000242,0.000920,0.000229,0.000226,0.000646,0.000175,0.000453,0.000908,0.000311,0.000251,0.000556
964,0.41767,0.000118,0.000457,0.000531,0.000118,0.000416,0.001068,0.000255,0.000258,0.000778,0.000164,0.002330,0.000524,0.000338,0.000254,0.000606
965,0.41725,0.000116,0.000426,0.000499,0.000107,0.000306,0.000871,0.000702,0.000233,0.000582,0.000131,0.000500,0.000645,0.000330,0.000258,0.000683
966,0.41683,0.000114,0.000457,0.000526,0.000080,0.000412,0.000874,0.000124,0.000239,0.000575,0.000124,0.000740,0.000546,0.000196,0.000249,0.000642
967,0.41642,0.000111,0.000687,0.000506,0.000132,0.000375,0.000881,0.000104,0.000236,0.000579,0.000118,0.000344,0.000551,0.000184,0.000216,0.000588
968,0.41600,0.000109,0.000995,0.000497,0.000116,0.000371,0.000812,0.000362,0.000237,0.000566,0.000132,0.000307,0.000542,0.000186,0.000227,0.000555
969,0.41558,0.000106,0.000306,0.000491,0.000110,0.000323,0.000788,0.000117,0.000254,0.000611,0.000122,0.000325,0.000621,0.000182,0.000301,0.000535
970,0.41516,0.000103,0.000301,0.000504,0.000120,0.000311,0.006587,0.000120,0.000243,0.000585,0.000132,0.000332,0.000483,0.000185,0.000242,0.000530
971,0.41475,0.000104,0.000298,0.000511,0.000110,0.000333,0.001092,0.000115,0.000247,0.000625,0.000119,0.000399,0.000535,0.000426,0.000248,0.000541
972,0.41433,0.000126,0.000534,0.000552,0.000105,0.000362,0.000940,0.000133,0.000232,0.000580,0.000272,0.000403,0.000732,0.000227,0.000210,0.000528
973,0.41392,0.000166,0.000380,0.000501,0.000108,0.000322,0.000857,0.000121,0.000336,0.000585,0.000113,0.000219,0.000604,0.000226,0.000519,0.000546
974,0.41350,0.000172,0.000343,0.000489,0.000105,0.000321,0.000882,0.000108,0.000630,0.000661,0.000118,0.000287,0.000537,0.000241,0.000356,0.000546
975,0.41309,0.000139,0.000344,0.000623,0.000108,0.000323,0.001639,0.000113,0.000500,0.000967,0.000118,0.000261,0.000509,0.001770,0.000283,0.000975
976,0.41268,0.000172,0.000409,0.000464,0.000110,0.000464,0.000885,0.000114,0.000397,0.000621,0.000120,0.000267,0.000473,0.000238,0.000316,0.001182
977,0.41226,0.000206,0.000378,0.000484,0.000088,0.000386,0.000847,0.000115,0.000401,0.000572,0.000117,0.000241,0.000579,0.000179,0.000429,0.000865
978,0.41185,0.000758,0.000357,0.000497,0.000168,0.000385,0.000865,0.000119,0.000661,0.000581,0.000111,0.000247,0.000410,0.000225,0.000619,0.000648
979,0.41144,0.000217,0.000346,0.000526,0.000144,0.000365,0.000818,0.000118,0.000527,0.000580,0.000127,0.000307,0.000462,0.000140,0.000624,0.000673
980,0.41103,0.000143,0.000314,0.000521,0.000145,0.000419,0.000881,0.000113,0.002335,0.000886,0.000116,0.000224,0.000471,0.000140,0.000519,0.000717
981,0.41062,0.000237,0.000408,0.000523,0.000151,0.000269,0.000837,0.000113,0.000570,0.001606,0.000115,0.000234,0.000458,0.000156,0.000571,0.001079
982,0.41021,0.001239,0.000333,0.000577,0.000134,0.000271,0.000854,0.000109,0.000694,0.000927,0.000121,0.000252,0.000464,0.000162,0.001032,0.000761
983,0.40980,0.000156,0.000333,0.000828,0.000147,0.000277,0.000886,0.000123,0.001365,0.000633,0.000116,0.000308,0.000448,0.000168,0.000276,0.000867
984,0.40939,0.000140,0.000333,0.000520,0.000104,0.000257,0.000876,0.000120,0.000364,0.000581,0.000114,0.000246,0.000456,0.000185,0.000270,0.000628
985,0.40898,0.000254,0.000330,0.000616,0.000137,0.000414,0.000850,0.000111,0.000306,0.000463,0.000129,0.000246,0.000472,0.000172,0.000254,0.000468
986,0.40858,0.000599,0.000334,0.000590,0.000116,0.000247,0.004867,0.000107,0.000243,0.000528,0.000118,0.000258,0.000523,0.000163,0.000255,0.000592
987,0.40817,0.001343,0.000331,0.000664,0.000115,0.000234,0.001049,0.000106,0.000350,0.000544,0.000127,0.000222,0.000445,0.000163,0.000330,0.000475
988,0.40776,0.000307,0.000332,0.000434,0.000112,0.000242,0.001762,0.000106,0.000278,0.000538,0.000128,0.000230,0.000437,0.000165,0.000237,0.000643
989,0.40736,0.000118,0.000368,0.000407,0.000117,0.000259,0.002026,0.000110,0.000257,0.000515,0.000121,0.000243,0.000438,0.000218,0.000230,0.000424
990,0.40695,0.000140,0.000329,0.000433,0.000117,0.000265,0.002736,0.000129,0.000288,0.000506,0.000125,0.000245,0.000433,0.000159,0.000710,0.000509
991,0.40655,0.000138,0.000405,0.000542,0.000108,0.000267,0.001331,0.000111,0.000330,0.000501,0.000124,0.000299,0.000433,0.000172,0.000307,0.000494
992,0.40614,0.000142,0.000238,0.000518,0.000116,0.000318,0.000945,0.000116,0.000227,0.000503,0.000121,0.000273,0.000437,0.000185,0.000233,0.000497
993,0.40574,0.000141,0.000253,0.000569,0.000127,0.000324,0.000841,0.000114,0.000328,0.000460,0.000106,0.000226,0.000421,0.000170,0.000237,0.000466
994,0.40534,0.000140,0.000349,0.000555,0.000125,0.000210,0.000755,0.000106,0.000256,0.000521,0.000109,0.000233,0.000440,0.000185,0.000248,0.000557
995,0.40493,0.000142,0.000208,0.000526,0.000107,0.000315,0.000757,0.000097,0.000242,0.000468,0.000118,0.000231,0.000473,0.000180,0.000319,0.000459
996,0.40453,0.000139,0.000317,0.000597,0.000828,0.000602,0.000760,0.000155,0.000331,0.000484,0.000116,0.000263,0.000642,0.000176,0.000253,0.000451
997,0.40413,0.000138,0.000254,0.000576,0.000149,0.000397,0.000944,0.000124,0.000343,0.000609,0.000132,0.000238,0.000442,0.000169,0.000234,0.000462
998,0.40373,0.000145,0.000208,0.000546,0.000137,0.000411,0.001042,0.000118,0.000211,0.000624,0.000142,0.000241,0.000441,0.000186,0.000224,0.000495
999,0.40333,0.000122,0.000345,0.000597,0.000136,0.000321,0.001219,0.000119,0.000287,0.000499,0.000139,0.000243,0.000967,0.000178,0.000242,0.000467
